ОКТМО,name

01000000000,Муниципальные образования Алтайского края
"25609438000,""Населенные пункты, входящие в состав сельского поселения Тараса Боханского муниципального района"""
"25609440000,""Населенные пункты, входящие в состав сельского поселения Тихоновка Боханского муниципального района"""
"25609442000,""Населенные пункты, входящие в состав сельского поселения Укыр Боханского муниципального района"""
"25609449000,""Населенные пункты, входящие в состав сельского поселения Хохорск Боханского муниципального района"""
"25609450000,""Населенные пункты, входящие в состав сельского поселения Шаралдай Боханского муниципального района"""
25610000000,Зиминский муниципальный район
25610400000,Сельские поселения Зиминского муниципального района/
"25610402000,""Населенные пункты, входящие в состав сельского поселения Батаминское Зиминского муниципального района"""
"25610404000,""Населенные пункты, входящие в состав сельского поселения Зулумайское Зиминского муниципального района"""
"25610407000,""Населенные пункты, входящие в состав сельского поселения Кимильтейское Зиминского муниципального района"""
"25610413000,""Населенные пункты, входящие в состав сельского поселения Масляногорское Зиминского муниципального района"""
"25610419000,""Населенные пункты, входящие в состав сельского поселения Покровское Зиминского муниципального района"""
"25610422000,""Населенные пункты, входящие в состав сельского поселения Услонское Зиминского муниципального района"""
"25610425000,""Населенные пункты, входящие в состав сельского поселения Ухтуйское Зиминского муниципального района"""
"25610428000,""Населенные пункты, входящие в состав сельского поселения Филипповское Зиминского муниципального района"""
"25610431000,""Населенные пункты, входящие в состав сельского поселения Хазанское Зиминского муниципального района"""
"25610435000,""Населенные пункты, входящие в состав сельского поселения Харайгунское Зиминского муниципального района"""
25612000000,Иркутский муниципальный район
25612100000,Городские поселения Иркутского муниципального района/
"25612155000,""Населенные пункты, входящие в состав городского поселения Большереченское Иркутского муниципального района"""
"25612160000,""Населенные пункты, входящие в состав городского поселения Листвянское Иркутского муниципального района"""
"25612163000,""Населенные пункты, входящие в состав городского поселения Марковское Иркутского муниципального района"""
25612400000,Сельские поселения Иркутского муниципального района/
"25612404000,""Населенные пункты, входящие в состав сельского поселения Голоустненское Иркутского муниципального района"""
"25612407000,""Населенные пункты, входящие в состав сельского поселения Гороховское Иркутского муниципального района"""
"25612408000,""Населенные пункты, входящие в состав сельского поселения Карлукское Иркутского муниципального района"""
"25612410000,""Населенные пункты, входящие в состав сельского поселения Максимовское Иркутского муниципального района"""
"25612413000,""Населенные пункты, входящие в состав сельского поселения Никольское Иркутского муниципального района"""
"25612416000,""Населенные пункты, входящие в состав сельского поселения Оекское Иркутского муниципального района"""
"25612419000,""Населенные пункты, входящие в состав сельского поселения Ревякинское Иркутского муниципального района"""
"25612422000,""Населенные пункты, входящие в состав сельского поселения Смоленское Иркутского муниципального района"""
"25612425000,""Населенные пункты, входящие в состав сельского поселения Уриковское Иркутского муниципального района"""
"25612428000,""Населенные пункты, входящие в состав сельского поселения Усть-Балейское Иркутского муниципального района"""
"25612431000,""Населенные пункты, входящие в состав сельского поселения Ушаковское Иркутского муниципального района"""
"25612434000,""Населенные пункты, входящие в состав сельского поселения Хомутовское Иркутского муниципального района"""
"25612437000,""Населенные пункты, входящие в состав сельского поселения Ширяевское Иркутского муниципального района"""
"25612438000,""Населенные пункты, входящие в состав сельского поселения Дзержинское Иркутского муниципального района"""
"25612439000,""Населенные пункты, входящие в состав сельского поселения Мамоновское Иркутского муниципального района"""
"25612440000,""Населенные пункты, входящие в состав сельского поселения Молодежное Иркутского муниципального района"""
"25612441000,""Населенные пункты, входящие в состав сельского поселения Сосновоборское Иркутского муниципального района"""
"25612442000,""Населенные пункты, входящие в состав сельского поселения Усть-Кудинское Иркутского муниципального района"""
25614000000,Казачинско-Ленский муниципальный район
25614100000,Городские поселения Казачинско-Ленского муниципального района/
"25614154000,""Населенные пункты, входящие в состав городского поселения Магистральнинское Казачинско-Ленского муниципального района"""
"25614158000,""Населенные пункты, входящие в состав городского поселения Ульканское Казачинско-Ленского муниципального района"""
25614400000,Сельские поселения Казачинско-Ленского муниципального района/
"25614404000,""Населенные пункты, входящие в состав сельского поселения Казачинское Казачинско-Ленского муниципального района"""
"25614407000,""Населенные пункты, входящие в состав сельского поселения Карамское Казачинско-Ленского муниципального района"""
"25614416000,""Населенные пункты, входящие в состав сельского поселения Новоселовское Казачинско-Ленского муниципального района"""
"25614417000,""Населенные пункты, входящие в состав сельского поселения Ключевское Казачинско-Ленского муниципального района"""
"25614418000,""Населенные пункты, входящие в состав сельского поселения Небельское Казачинско-Ленского муниципального района"""
"25614423000,""Населенные пункты, входящие в состав сельского поселения Кунерминское Казачинско-Ленского муниципального района"""
25614700000,Межселенные территории Казачинско-Ленского муниципального района
"25614701000,""Межселенные территории Казачинско-Ленского муниципального района, на которых расположены земли следующих населенных пунктов: д Вершина Ханды"""
"25614701000,""Населенные пункты, входящие в состав межселенных территорий Казачинско-Ленского муниципального района, на которых расположены земли следующих населенных пунктов: д Вершина Ханды"""
25616000000,Катангский муниципальный район
25616400000,Сельские поселения Катангского муниципального района/
"25616404000,""Населенные пункты, входящие в состав сельского поселения Ербогачёнское Катангского муниципального района"""
"25616419000,""Населенные пункты, входящие в состав сельского поселения Непское Катангского муниципального района"""
"25616425000,""Населенные пункты, входящие в состав сельского поселения Подволошинское Катангского муниципального района"""
"25616428000,""Населенные пункты, входящие в состав сельского поселения Преображенское Катангского муниципального района"""
25618000000,Качугский муниципальный район
25618100000,Городские поселения Качугского муниципального района/
"25618151000,""Населенные пункты, входящие в состав городского поселения Качугское Качугского муниципального района"""
25618400000,Сельские поселения Качугского муниципального района/
"25618402000,""Населенные пункты, входящие в состав сельского поселения Ангинское Качугского муниципального района"""
"25618404000,""Населенные пункты, входящие в состав сельского поселения Белоусовское Качугского муниципального района"""
"25618407000,""Населенные пункты, входящие в состав сельского поселения Бирюльское Качугского муниципального района"""
"25618410000,""Населенные пункты, входящие в состав сельского поселения Большетарельское Качугского муниципального района"""
"25618413000,""Населенные пункты, входящие в состав сельского поселения Бутаковское Качугского муниципального района"""
"25618416000,""Населенные пункты, входящие в состав сельского поселения Вершино-Тутурское Качугского муниципального района"""
"25618419000,""Населенные пункты, входящие в состав сельского поселения Верхоленское Качугского муниципального района"""
"25618422000,""Населенные пункты, входящие в состав сельского поселения Залогское Качугского муниципального района"""
"25618425000,""Населенные пункты, входящие в состав сельского поселения Зареченское Качугского муниципального района"""
"25618428000,""Населенные пункты, входящие в состав сельского поселения Карлукское Качугского муниципального района"""
"25618431000,""Населенные пункты, входящие в состав сельского поселения Качугское Качугского муниципального района"""
"25618437000,""Населенные пункты, входящие в состав сельского поселения Манзурское Качугского муниципального района"""
"25618443000,""Населенные пункты, входящие в состав сельского поселения Харбатовское Качугского муниципального района"""
25620000000,Киренский муниципальный район
25620100000,Городские поселения Киренского муниципального района/
"25620101000,""Населенные пункты, входящие в состав городского поселения Киренское Киренского муниципального района"""
"25620155000,""Населенные пункты, входящие в состав городского поселения Алексеевское Киренского муниципального района"""
25620400000,Сельские поселения Киренского муниципального района/
"25620402000,""Населенные пункты, входящие в состав сельского поселения Алымовское Киренского муниципального района"""
"25620419000,""Населенные пункты, входящие в состав сельского поселения Коршуновское Киренского муниципального района"""
"25620425000,""Населенные пункты, входящие в состав сельского поселения Криволукское Киренского муниципального района"""
"25620431000,""Населенные пункты, входящие в состав сельского поселения Макаровское Киренского муниципального района"""
"25620435000,""Населенные пункты, входящие в состав сельского поселения Небельское Киренского муниципального района"""
"25620437000,""Населенные пункты, входящие в состав сельского поселения Петропавловское Киренского муниципального района"""
"25620453000,""Населенные пункты, входящие в состав сельского поселения Юбилейнинское Киренского муниципального района"""
25620700000,Межселенные территории Киренского муниципального района
"25620701000,""Межселенные территории Киренского муниципального района, на территории которых расположены земли следующих населенных пунктов: с Улькан, с Красноярово, п Визирный"""
"25620701000,""Населенные пункты, входящие в состав межселенных территорий Киренского муниципального района, на территории которых расположены земли следующих населенных пунктов: с Улькан, с Красноярово, п Визирный"""
25622000000,Куйтунский муниципальный район
25622100000,Городские поселения Куйтунского муниципального района/
"25622151000,""Населенные пункты, входящие в состав городского поселения Куйтунское Куйтунского муниципального района"""
25622400000,Сельские поселения Куйтунского муниципального района/
"25622404000,""Населенные пункты, входящие в состав сельского поселения Алкинское Куйтунского муниципального района"""
"25622410000,""Населенные пункты, входящие в состав сельского поселения Андрюшинское Куйтунского муниципального района"""
"25622413000,""Населенные пункты, входящие в состав сельского поселения Барлукское Куйтунского муниципального района"""
"25622416000,""Населенные пункты, входящие в состав сельского поселения Большекашелакское Куйтунского муниципального района"""
"25622425000,""Населенные пункты, входящие в состав сельского поселения Иркутское Куйтунского муниципального района"""
"25622428000,""Населенные пункты, входящие в состав сельского поселения Каразейское Куйтунского муниципального района"""
"25622434000,""Населенные пункты, входящие в состав сельского поселения Карымское Куйтунского муниципального района"""
"25622436000,""Населенные пункты, входящие в состав сельского поселения Кундуйское Куйтунского муниципального района"""
"25622438000,""Населенные пункты, входящие в состав сельского поселения Ленинское Куйтунского муниципального района"""
"25622440000,""Населенные пункты, входящие в состав сельского поселения Лермонтовское Куйтунского муниципального района"""
"25622443000,""Населенные пункты, входящие в состав сельского поселения Мингатуйское Куйтунского муниципального района"""
"25622447000,""Населенные пункты, входящие в состав сельского поселения Новотельбинское Куйтунского муниципального района"""
"25622449000,""Населенные пункты, входящие в состав сельского поселения Тулюшское Куйтунского муниципального района"""
"25622452000,""Населенные пункты, входящие в состав сельского поселения Усть-Кадинское Куйтунского муниципального района"""
"25622454000,""Населенные пункты, входящие в состав сельского поселения Уховское Куйтунского муниципального района"""
"25622455000,""Населенные пункты, входящие в состав сельского поселения Уянское Куйтунского муниципального района"""
"25622458000,""Населенные пункты, входящие в состав сельского поселения Харикское Куйтунского муниципального района"""
"25622461000,""Населенные пункты, входящие в состав сельского поселения Чеботарихинское Куйтунского муниципального района"""
"25622462000,""Населенные пункты, входящие в состав сельского поселения Панагинское Куйтунского муниципального района"""
25624000000,Мамско-Чуйский муниципальный район
25624100000,Городские поселения Мамско-Чуйского муниципального района/
"25624151000,""Населенные пункты, входящие в состав городского поселения Мамское Мамско-Чуйского муниципального района"""
"25624155000,""Населенные пункты, входящие в состав городского поселения Витимское Мамско-Чуйского муниципального района"""
"25624170000,""Населенные пункты, входящие в состав городского поселения Луговское Мамско-Чуйского муниципального района"""
25624700000,Межселенные территории Мамско-Чуйского муниципального района
"25624701000,""Межселенная территория Мамско-Чуйского муниципального района, расположенная вне границ муниципальных образований Мамско-Чуйского муниципального района"""
25626000000,Нижнеилимский муниципальный район
25626100000,Городские поселения Нижнеилимского муниципального района/
"25626101000,""Населенные пункты, входящие в состав городского поселения Железногорское Нижнеилимского муниципального района"""
"25626155000,""Населенные пункты, входящие в состав городского поселения Видимское Нижнеилимского муниципального района"""
"25626160000,""Населенные пункты, входящие в состав городского поселения Новоигирминское Нижнеилимского муниципального района"""
"25626162000,""Населенные пункты, входящие в состав городского поселения Радищевское Нижнеилимского муниципального района"""
"25626163000,""Населенные пункты, входящие в состав городского поселения Рудногорское Нижнеилимского муниципального района"""
"25626175000,""Населенные пункты, входящие в состав городского поселения Янгелевское Нижнеилимского муниципального района"""
25626400000,Сельские поселения Нижнеилимского муниципального района/
"25626402000,""Населенные пункты, входящие в состав сельского поселения Березняковское Нижнеилимского муниципального района"""
"25626404000,""Населенные пункты, входящие в состав сельского поселения Брусничное Нижнеилимского муниципального района"""
"25626406000,""Населенные пункты, входящие в состав сельского поселения Дальнинское Нижнеилимского муниципального района"""
"25626408000,""Населенные пункты, входящие в состав сельского поселения Заморское Нижнеилимского муниципального района"""
"25626411000,""Населенные пункты, входящие в состав сельского поселения Коршуновское Нижнеилимского муниципального района"""
"25626412000,""Населенные пункты, входящие в состав сельского поселения Новоилимское Нижнеилимского муниципального района"""
"25626413000,""Населенные пункты, входящие в состав сельского поселения Речушинское Нижнеилимского муниципального района"""
"25626418000,""Населенные пункты, входящие в состав сельского поселения Семигорское Нижнеилимского муниципального района"""
"25626420000,""Населенные пункты, входящие в состав сельского поселения Соцгородское Нижнеилимского муниципального района"""
"25626423000,""Населенные пункты, входящие в состав сельского поселения Хребтовское Нижнеилимского муниципального района"""
"25626425000,""Населенные пункты, входящие в состав сельского поселения Шестаковское Нижнеилимского муниципального района"""
25626700000,Межселенные территории Нижнеилимского муниципального района
"25626701000,""Межселенные территории Нижнеилимского муниципального района, на которых расположены земли следующих населенных пунктов: п Заярск, п Миндей 1 и др."""
"25626701000,""Населенные пункты, входящие в состав межселенных территорий Нижнеилимского муниципального района, на которых расположены земли следующих населенных пунктов: п Заярск, п Миндей 1 и др."""
25628000000,Нижнеудинский муниципальный район
25628100000,Городские поселения Нижнеудинского муниципального района/
"25628101000,""Населенные пункты, входящие в состав городского поселения Нижнеудинское Нижнеудинского муниципального района"""
"25628105000,""Населенные пункты, входящие в состав городского поселения Алзамайское Нижнеудинского муниципального района"""
"25628155000,""Населенные пункты, входящие в состав городского поселения Атагайское Нижнеудинского муниципального района"""
"25628160000,""Населенные пункты, входящие в состав городского поселения Уковское Нижнеудинского муниципального района"""
"25628165000,""Населенные пункты, входящие в состав городского поселения Шумское Нижнеудинского муниципального района"""
25628400000,Сельские поселения Нижнеудинского муниципального района/
"25628402000,""Населенные пункты, входящие в состав сельского поселения Староалзамайское Нижнеудинского муниципального района"""
"25628407000,""Населенные пункты, входящие в состав сельского поселения Верхнегутарское Нижнеудинского муниципального района"""
"25628410000,""Населенные пункты, входящие в состав сельского поселения Замзорское Нижнеудинского муниципального района"""
"25628411000,""Населенные пункты, входящие в состав сельского поселения Заречное Нижнеудинского муниципального района"""
"25628413000,""Населенные пункты, входящие в состав сельского поселения Иргейское Нижнеудинского муниципального района"""
"25628416000,""Населенные пункты, входящие в состав сельского поселения Каменское Нижнеудинского муниципального района"""
"25628419000,""Населенные пункты, входящие в состав сельского поселения Катарбейское Нижнеудинского муниципального района"""
"25628422000,""Населенные пункты, входящие в состав сельского поселения Катарминское Нижнеудинского муниципального района"""
"25628423000,""Населенные пункты, входящие в состав сельского поселения Костинское Нижнеудинского муниципального района"""
"25628424000,""Населенные пункты, входящие в состав сельского поселения Нерхинское Нижнеудинского муниципального района"""
"25628425000,""Населенные пункты, входящие в состав сельского поселения Порогское Нижнеудинского муниципального района"""
"25628428000,""Населенные пункты, входящие в состав сельского поселения Солонецкое Нижнеудинского муниципального района"""
"25628431000,""Населенные пункты, входящие в состав сельского поселения Тофаларское Нижнеудинского муниципального района"""
"25628434000,""Населенные пункты, входящие в состав сельского поселения Усть-Рубахинское Нижнеудинского муниципального района"""
"25628437000,""Населенные пункты, входящие в состав сельского поселения Худоеланское Нижнеудинского муниципального района"""
"25628440000,""Населенные пункты, входящие в состав сельского поселения Чеховское Нижнеудинского муниципального района"""
"25628443000,""Населенные пункты, входящие в состав сельского поселения Шебертинское Нижнеудинского муниципального района"""
"25628446000,""Населенные пункты, входящие в состав сельского поселения Широковское Нижнеудинского муниципального района"""
25629000000,Нукутский муниципальный район
25629400000,Сельские поселения Нукутского муниципального района/
"25629402000,""Населенные пункты, входящие в состав сельского поселения Алтарик Нукутского муниципального района"""
"25629404000,""Населенные пункты, входящие в состав сельского поселения Закулей Нукутского муниципального района"""
"25629407000,""Населенные пункты, входящие в состав сельского поселения Новоленино Нукутского муниципального района"""
"25629410000,""Населенные пункты, входящие в состав сельского поселения Новонукутское Нукутского муниципального района"""
"25629413000,""Населенные пункты, входящие в состав сельского поселения Нукуты Нукутского муниципального района"""
"25629416000,""Населенные пункты, входящие в состав сельского поселения Первомайское Нукутского муниципального района"""
"25629419000,""Населенные пункты, входящие в состав сельского поселения Хадахан Нукутского муниципального района"""
"25629420000,""Населенные пункты, входящие в состав сельского поселения Хареты Нукутского муниципального района"""
"25629422000,""Населенные пункты, входящие в состав сельского поселения Целинный Нукутского муниципального района"""
"25629427000,""Населенные пункты, входящие в состав сельского поселения Шаратское Нукутского муниципального района"""
25630000000,Ольхонский муниципальный район
25630400000,Сельские поселения Ольхонского муниципального района/
"25630402000,""Населенные пункты, входящие в состав сельского поселения Бугульдейское Ольхонского муниципального района"""
"25630404000,""Населенные пункты, входящие в состав сельского поселения Еланцынское Ольхонского муниципального района"""
"25630407000,""Населенные пункты, входящие в состав сельского поселения Онгуренское Ольхонского муниципального района"""
"25630410000,""Населенные пункты, входящие в состав сельского поселения Куретское Ольхонского муниципального района"""
"25630413000,""Населенные пункты, входящие в состав сельского поселения Шара-Тоготское Ольхонского муниципального района"""
25631000000,Осинский муниципальный район
25631400000,Сельские поселения Осинского муниципального района/
"25631404000,""Населенные пункты, входящие в состав сельского поселения Бильчир Осинского муниципального района"""
"25631407000,""Населенные пункты, входящие в состав сельского поселения Бурят-Янгуты Осинского муниципального района"""
"25631417000,""Населенные пункты, входящие в состав сельского поселения Ирхидей Осинского муниципального района"""
"25631422000,""Населенные пункты, входящие в состав сельского поселения Каха-Онгойское Осинского муниципального района"""
"25631424000,""Населенные пункты, входящие в состав сельского поселения Майск Осинского муниципального района"""
"25631425000,""Населенные пункты, входящие в состав сельского поселения Ново-Ленино Осинского муниципального района"""
"25631426000,""Населенные пункты, входящие в состав сельского поселения Обуса Осинского муниципального района"""
"25631427000,""Населенные пункты, входящие в состав сельского поселения Оса Осинского муниципального района"""
"25631429000,""Населенные пункты, входящие в состав сельского поселения поселок Приморский Осинского муниципального района"""
"25631433000,""Населенные пункты, входящие в состав сельского поселения Русские Янгуты Осинского муниципального района"""
"25631440000,""Населенные пункты, входящие в состав сельского поселения Улейское Осинского муниципального района"""
"25631445000,""Населенные пункты, входящие в состав сельского поселения Усть-Алтан Осинского муниципального района"""
25634000000,Слюдянский муниципальный район
25634100000,Городские поселения Слюдянского муниципального района/
"25634101000,""Населенные пункты, входящие в состав городского поселения Слюдянское Слюдянского муниципального района"""
"25634108000,""Населенные пункты, входящие в состав городского поселения Байкальское Слюдянского муниципального района"""
"25634162000,""Населенные пункты, входящие в состав городского поселения Култукское Слюдянского муниципального района"""
25634400000,Сельские поселения Слюдянского муниципального района/
"25634402000,""Населенные пункты, входящие в состав сельского поселения Быстринское Слюдянского муниципального района"""
"25634404000,""Населенные пункты, входящие в состав сельского поселения Маритуйское Слюдянского муниципального района"""
"25634407000,""Населенные пункты, входящие в состав сельского поселения Утуликское Слюдянского муниципального района"""
"25634408000,""Населенные пункты, входящие в состав сельского поселения Новоснежнинское Слюдянского муниципального района"""
"25634420000,""Населенные пункты, входящие в состав сельского поселения Портбайкальское Слюдянского муниципального района"""
25636000000,Тайшетский муниципальный район
25636100000,Городские поселения Тайшетского муниципального района/
"25636101000,""Населенные пункты, входящие в состав городского поселения Тайшетское Тайшетского муниципального района"""
"25636105000,""Населенные пункты, входящие в состав городского поселения Бирюсинское Тайшетского муниципального района"""
"25636155000,""Населенные пункты, входящие в состав городского поселения Квитокское Тайшетского муниципального района"""
"25636156000,""Населенные пункты, входящие в состав городского поселения Юртинское Тайшетского муниципального района"""
"25636162000,""Населенные пункты, входящие в состав городского поселения Новобирюсинское Тайшетского муниципального района"""
"25636174000,""Населенные пункты, входящие в состав городского поселения Шиткинское Тайшетского муниципального района"""
25636400000,Сельские поселения Тайшетского муниципального района/
"25636402000,""Населенные пункты, входящие в состав сельского поселения Старо-Акульшетское Тайшетского муниципального района"""
"25636404000,""Населенные пункты, входящие в состав сельского поселения Березовское Тайшетского муниципального района"""
"25636406000,""Населенные пункты, входящие в состав сельского поселения Бирюсинское Тайшетского муниципального района"""
"25636408000,""Населенные пункты, входящие в состав сельского поселения Борисовское Тайшетского муниципального района"""
